Org,Name,Line 1,Line 2,City,State,Postal,Country,Tax ID,Tax Exempt,Phone,Email,Width,wUOM,Length,lUOM,Height,hUOM,Status
10001,STORE 412,333 Lighthouse Bay Plaza,,Akron,OH,44305,United States,31-6781317,FALSE,330-709-4225,store412@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 413,7867 High Crossing Way,,Chula Vista,CA,91913,United States,75-0948942,FALSE,619-313-9582,store413@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 414,457 Eggendart Parkway,,Los Angeles,CA,90071,United States,33-2513875,FALSE,323-853-7036,store414@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 415,5683 Briar Crest Drive,,Beaumont,TX,77705,United States,19-1045158,FALSE,936-823-2416,store415@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 416,8520 Boyd Circle,,Manchester,NH,3105,United States,54-7631801,FALSE,603-424-0544,store416@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 417,9882 Gerald Way,,Springfield,MO,65805,United States,19-2659139,FALSE,417-419-2075,store417@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 418,594 Eastlawn Lane,,Modesto,CA,95397,United States,09-2019865,FALSE,209-326-4986,store418@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 419,05 Grover Alley,,Ashburn,VA,22093,United States,29-6889728,FALSE,571-583-8154,store419@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 420,350 Maywood Alley,,El Paso,TX,88530,United States,18-6216834,FALSE,915-308-0775,store420@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 421,11307 Fieldstone Plaza,,Indianapolis,IN,46207,United States,06-9267267,FALSE,317-324-5340,store421@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 422,2229 Roth Point,,Oklahoma City,OK,73179,United States,97-4552240,FALSE,405-772-3572,store422@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 423,987 Aberg Parkway,,Brooksville,FL,34605,United States,21-8053267,FALSE,352-420-1102,store423@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 424,50 Barby Junction,,Springfield,MO,65805,United States,45-4196634,FALSE,417-359-9267,store424@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 425,10 Holy Cross Plaza,,Wichita,KS,67210,United States,96-2355647,FALSE,316-623-3835,store425@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 426,087 Corscot Way,,Paterson,NJ,7522,United States,01-0787600,FALSE,973-403-2299,store426@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 427,0 Sachs Drive,,Silver Spring,MD,20910,United States,13-5807516,FALSE,202-361-8757,store427@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 428,7685 Sundown Point,,Jackson,MS,39296,United States,98-4562472,FALSE,601-254-8109,store428@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 429,49 Stephen Plaza,,Seattle,WA,98133,United States,97-4384115,FALSE,425-550-4337,store429@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 430,0993 Ohio Junction,,Santa Ana,CA,92705,United States,60-0940374,FALSE,949-818-2483,store430@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 431,54 Declaration Center,,Washington,DC,20530,United States,38-8520005,FALSE,202-341-6344,store431@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 432,9 Center Junction,,Metairie,LA,70005,United States,67-6978939,FALSE,504-231-0282,store432@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 433,40022 Cherokee Crossing,,Wichita,KS,67236,United States,92-9693604,FALSE,316-906-5854,store433@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 434,794 Red Cloud Circle,,Sioux City,IA,51105,United States,91-2906599,FALSE,712-971-3438,store434@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 435,14430 Hudson Lane,,Olympia,WA,98506,United States,68-5397200,FALSE,360-140-9830,store435@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 436,468 Transport Circle,,Houston,TX,77060,United States,17-4179758,FALSE,832-885-8079,store436@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 437,92997 Emmet Way,,Pittsburgh,PA,15210,United States,38-6036556,FALSE,724-850-2828,store437@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 438,3 Golf View Drive,,Iowa City,IA,52245,United States,20-2937413,FALSE,319-459-9782,store438@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 439,525 Forster Street,,Kansas City,MO,64125,United States,78-4367167,FALSE,816-971-6691,store439@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 440,728 Blue Bill Park Parkway,,Palatine,IL,60078,United States,38-2762998,FALSE,847-566-5371,store440@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 441,04153 Dexter Place,,Philadelphia,PA,19093,United States,51-8395735,FALSE,215-891-6116,store441@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 442,7 Hansons Pass,,Houston,TX,77050,United States,27-7952494,FALSE,281-597-4843,store442@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 443,6 Briar Crest Park,,West Palm Beach,FL,33416,United States,62-9470707,FALSE,561-727-5896,store443@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 444,41748 Myrtle Point,,Dallas,TX,75251,United States,41-0556648,FALSE,972-630-1767,store444@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 445,4132 Towne Point,,Madison,WI,53790,United States,19-7715016,FALSE,608-492-7717,store445@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 446,94 Lien Pass,,El Paso,TX,88563,United States,77-3916922,FALSE,915-738-0415,store446@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 447,7001 Debs Hill,,San Rafael,CA,94913,United States,03-1481828,FALSE,415-923-1423,store447@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 448,445 Rusk Road,,Lexington,KY,40505,United States,78-0051822,FALSE,859-520-8819,store448@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 449,737 Everett Park,,Las Vegas,NV,89135,United States,16-9583760,FALSE,702-370-9809,store449@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 450,357 Mcbride Hill,,Peoria,IL,61614,United States,73-7241450,FALSE,309-688-9045,store450@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 451,7637 Roth Junction,,Baton Rouge,LA,70810,United States,14-2988073,FALSE,225-188-5194,store451@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 452,8856 Starling Crossing,,San Antonio,TX,78225,United States,07-7418511,FALSE,210-185-4750,store452@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 453,8 Coleman Court,,Cleveland,OH,44125,United States,38-2181424,FALSE,440-456-2222,store453@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 454,41120 Northfield Way,,Los Angeles,CA,90071,United States,82-0120498,FALSE,818-516-7630,store454@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 455,016 Manley Place,,Tuscaloosa,AL,35405,United States,41-2269802,FALSE,205-666-6911,store455@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 456,3 Grasskamp Trail,,Santa Barbara,CA,93111,United States,07-3621522,FALSE,702-320-1312,store456@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 457,2 Sloan Point,,Silver Spring,MD,20918,United States,02-0922608,FALSE,240-634-5961,store457@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 458,277 Birchwood Hill,,Newark,DE,19725,United States,94-5567131,FALSE,302-222-7346,store458@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 459,46 Thompson Junction,,Kingsport,TN,37665,United States,74-8306911,FALSE,423-270-5919,store459@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 460,71590 Myrtle Terrace,,Arlington,VA,22212,United States,93-9662310,FALSE,571-265-0249,store460@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 461,146 Granby Trail,,Saint Paul,MN,55166,United States,87-7874772,FALSE,651-827-0680,store461@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 462,7 Lakeland Road,,Maple Plain,MN,55579,United States,00-6622416,FALSE,952-173-4052,store462@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 463,6 Monica Court,,Tacoma,WA,98417,United States,09-1976384,FALSE,253-313-0860,store463@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 464,7 Mockingbird Park,,Atlanta,GA,30336,United States,72-6762165,FALSE,404-295-7645,store464@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 465,4 Debs Way,,Milwaukee,WI,53225,United States,78-9436444,FALSE,414-633-6051,store465@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 466,286 Burrows Road,,Dearborn,MI,48126,United States,12-8850788,FALSE,734-220-9781,store466@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 467,3716 6th Parkway,,Denver,CO,80223,United States,18-8952582,FALSE,303-299-9266,store467@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 468,1859 Rieder Lane,,Tucson,AZ,85725,United States,76-4498091,FALSE,520-703-0720,store468@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 469,33497 Schiller Pass,,Houston,TX,77015,United States,25-7039520,FALSE,281-903-1157,store469@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 470,1 Laurel Hill,,Saint Paul,MN,55114,United States,98-0702673,FALSE,651-140-4821,store470@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 471,5410 Mayfield Way,,Los Angeles,CA,90101,United States,60-6111240,FALSE,213-943-8396,store471@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 472,71049 Rowland Way,,Irvine,CA,92717,United States,65-9035050,FALSE,714-534-2624,store472@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 473,6 1st Park,,College Station,TX,77844,United States,15-5755049,FALSE,979-165-9648,store473@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 474,015 Carberry Parkway,,El Paso,TX,79968,United States,63-1887922,FALSE,915-790-9165,store474@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 475,81101 Fairfield Crossing,,Houston,TX,77212,United States,16-0419080,FALSE,713-758-3020,store475@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 476,30 Milwaukee Drive,,Melbourne,FL,32919,United States,19-2652059,FALSE,321-611-8247,store476@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 477,6 Bunting Plaza,,Atlanta,GA,30358,United States,54-6142982,FALSE,404-102-7902,store477@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 478,00824 Waxwing Court,,Bloomington,IN,47405,United States,78-2423131,FALSE,812-731-3223,store478@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 479,1497 Ludington Point,,Louisville,KY,40293,United States,25-4033461,FALSE,502-268-1597,store479@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 480,5 Marcy Crossing,,Albany,NY,12205,United States,12-6743913,FALSE,518-752-1964,store480@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 481,072 Canary Crossing,,Macon,GA,31296,United States,39-7077599,FALSE,478-855-8265,store481@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 482,8 Declaration Trail,,Tucson,AZ,85710,United States,38-2357742,FALSE,520-623-1262,store482@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 483,81 Kinsman Court,,Longview,TX,75605,United States,67-9125151,FALSE,903-281-1654,store483@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 484,94 Jenna Way,,Hialeah,FL,33018,United States,48-6415669,FALSE,305-117-3828,store484@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 485,766 Randy Court,,Augusta,GA,30911,United States,39-1948852,FALSE,706-590-1086,store485@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 486,9843 Oak Valley Lane,,Tuscaloosa,AL,35487,United States,01-7837659,FALSE,205-790-4962,store486@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 487,268 Hanover Place,,Chicago,IL,60697,United States,05-1935079,FALSE,312-888-1352,store487@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 488,6153 Susan Point,,Tampa,FL,33620,United States,33-3367896,FALSE,813-652-3074,store488@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 489,5 Elgar Crossing,,Fresno,CA,93740,United States,70-9326491,FALSE,559-274-3890,store489@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 490,6000 Macpherson Park,,Decatur,GA,30089,United States,91-5024769,FALSE,770-511-9596,store490@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 491,284 Redwing Alley,,Charlotte,NC,28235,United States,34-4046312,FALSE,704-822-5789,store491@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 492,29671 Rockefeller Point,,Cincinnati,OH,45264,United States,00-7240739,FALSE,513-442-4608,store492@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 493,3 Coolidge Avenue,,Carson City,NV,89714,United States,47-3303310,FALSE,775-722-6865,store493@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 494,4854 Arkansas Trail,,Reno,NV,89550,United States,17-9922550,FALSE,775-292-9074,store494@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 495,46018 Macpherson Way,,Youngstown,OH,44505,United States,65-9064881,FALSE,330-440-6937,store495@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 496,15 Park Meadow Alley,,Austin,TX,78759,United States,04-5035703,FALSE,512-512-3421,store496@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 497,462 Messerschmidt Court,,San Diego,CA,92176,United States,61-2059231,FALSE,619-131-4974,store497@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 498,95257 Brown Parkway,,Honolulu,HI,96805,United States,86-2309141,FALSE,808-943-5697,store498@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 499,3834 Londonderry Court,,Philadelphia,PA,19141,United States,95-7834814,FALSE,215-479-8630,store499@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 500,9461 Scoville Pass,,Arlington,TX,76004,United States,46-8014489,FALSE,817-241-1191,store500@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 501,0191 Arapahoe Hill,,Dayton,OH,45454,United States,11-2425011,FALSE,937-452-2736,store501@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 502,2774 Corben Trail,,Corpus Christi,TX,78410,United States,37-1380561,FALSE,361-230-9939,store502@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 503,4 Village Street,,Buffalo,NY,14269,United States,71-5511595,FALSE,716-684-0102,store503@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 504,3672 Gulseth Street,,Indianapolis,IN,46266,United States,65-2586116,FALSE,317-710-0305,store504@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 505,2 Drewry Center,,Mountain View,CA,94042,United States,40-6919951,FALSE,650-473-0301,store505@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 506,018 Mayer Place,,Young America,MN,55551,United States,96-5918565,FALSE,952-340-9597,store506@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 507,6 Meadow Vale Place,,Mount Vernon,NY,10557,United States,46-7561364,FALSE,914-370-6054,store507@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 508,41 Schurz Street,,Fort Wayne,IN,46852,United States,62-8513869,FALSE,260-287-2811,store508@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 509,72 Randy Place,,Homestead,FL,33034,United States,08-6543392,FALSE,305-925-1832,store509@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 510,67 Westerfield Drive,,Columbus,GA,31914,United States,49-1412976,FALSE,706-413-4855,store510@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 511,1 Fieldstone Street,,Syracuse,NY,13210,United States,93-3395812,FALSE,315-938-9672,store511@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 512,572 Hermina Center,,Louisville,KY,40220,United States,51-0912182,FALSE,502-773-8020,store512@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 513,37838 Pennsylvania Center,,Detroit,MI,48267,United States,74-7409077,FALSE,313-644-5776,store513@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 514,121 Fisk Park,,Mobile,AL,36605,United States,03-6568653,FALSE,251-659-7557,store514@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 515,9 Annamark Park,,Philadelphia,PA,19120,United States,31-5027570,FALSE,610-148-7646,store515@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 516,741 Mesta Way,,Wilmington,NC,28410,United States,23-7926905,FALSE,910-620-3025,store516@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 517,20958 Gina Street,,Grand Forks,ND,58207,United States,79-9686118,FALSE,701-645-8704,store517@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 518,54591 Lawn Crossing,,Monticello,MN,55565,United States,51-2496223,FALSE,763-920-5648,store518@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 519,93 Center Center,,New Orleans,LA,70160,United States,66-3326726,FALSE,504-700-8948,store519@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 520,3 Arapahoe Lane,,Buffalo,NY,14276,United States,19-0177777,FALSE,716-166-8839,store520@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 521,02283 La Follette Hill,,Ridgely,MD,21684,United States,53-9918353,FALSE,410-415-5914,store521@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 522,1315 Waxwing Road,,Charleston,WV,25336,United States,60-6478511,FALSE,304-820-3775,store522@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 523,999 Summerview Plaza,,Atlanta,GA,31132,United States,49-8031440,FALSE,404-497-8385,store523@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 524,695 Buhler Court,,El Paso,TX,79945,United States,77-5879544,FALSE,915-319-5293,store524@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 525,98270 Fieldstone Circle,,Tulsa,OK,74184,United States,97-9407284,FALSE,918-591-2689,store525@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 526,491 Porter Point,,San Jose,CA,95173,United States,09-5204528,FALSE,408-957-4316,store526@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 527,660 3rd Road,,Kansas City,KS,66105,United States,79-2853111,FALSE,913-795-0030,store527@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 528,7 Texas Junction,,Appleton,WI,54915,United States,00-5022187,FALSE,920-632-3030,store528@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 529,59 Maywood Way,,Tucson,AZ,85725,United States,43-0795790,FALSE,520-893-1234,store529@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 530,50544 Bartillon Drive,,Spring Hill,FL,34611,United States,40-7876141,FALSE,352-633-3488,store530@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 531,93 Hoard Terrace,,Wichita,KS,67215,United States,28-5124742,FALSE,316-839-7690,store531@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 532,292 Grasskamp Street,,El Paso,TX,79905,United States,85-8667399,FALSE,915-445-6531,store532@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 533,9873 Carberry Lane,,Austin,TX,78726,United States,37-2296500,FALSE,512-152-4777,store533@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 534,80098 American Junction,,New Orleans,LA,70183,United States,62-3316410,FALSE,504-237-4840,store534@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 535,83749 Gina Center,,Baton Rouge,LA,70805,United States,61-6772607,FALSE,225-591-4807,store535@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 536,9 Marquette Point,,Jamaica,NY,11436,United States,91-1914661,FALSE,917-272-1588,store536@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 537,8 Susan Court,,Oklahoma City,OK,73179,United States,75-4126126,FALSE,405-336-2699,store537@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 538,466 Judy Terrace,,Newark,DE,19714,United States,76-5754863,FALSE,302-344-9381,store538@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 539,05996 Welch Terrace,,Tulsa,OK,74149,United States,51-8367910,FALSE,918-960-1102,store539@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 540,13 Meadow Ridge Point,,Pittsburgh,PA,15250,United States,60-0915357,FALSE,412-791-2898,store540@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 541,0 Green Ridge Alley,,Roanoke,VA,24048,United States,31-3045057,FALSE,540-356-7943,store541@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 542,7797 Derek Avenue,,Tyler,TX,75710,United States,90-5135737,FALSE,903-148-6785,store542@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 543,6 Sycamore Junction,,Austin,TX,78778,United States,12-5474954,FALSE,512-479-7790,store543@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 544,3882 Norway Maple Plaza,,Chicago,IL,60669,United States,28-8054884,FALSE,312-986-3995,store544@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 545,535 Norway Maple Lane,,Norfolk,VA,23504,United States,18-5048759,FALSE,757-500-2095,store545@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 546,5 Sloan Parkway,,Richmond,VA,23225,United States,34-7678084,FALSE,540-584-6312,store546@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 547,9 Chinook Point,,Montgomery,AL,36177,United States,59-1124727,FALSE,334-438-7165,store547@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 548,0 Colorado Terrace,,Louisville,KY,40298,United States,76-9486142,FALSE,502-725-3831,store548@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 549,232 Donald Terrace,,Seminole,FL,34642,United States,39-1253526,FALSE,941-833-3194,store549@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 550,0293 Corscot Street,,El Paso,TX,79968,United States,60-2261570,FALSE,915-731-7636,store550@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 551,9829 Merrick Circle,,Mesa,AZ,85205,United States,72-4994667,FALSE,480-689-5375,store551@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 552,2 Crownhardt Hill,,Reno,NV,89595,United States,98-3714973,FALSE,775-534-4789,store552@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 553,1 Buell Alley,,Spartanburg,SC,29319,United States,45-9312250,FALSE,864-648-8941,store553@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 554,145 Meadow Ridge Junction,,Mount Vernon,NY,10557,United States,65-0633729,FALSE,914-568-1324,store554@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 555,31 Old Gate Avenue,,Spokane,WA,99260,United States,27-9859256,FALSE,509-357-1480,store555@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 556,4464 Birchwood Street,,Cleveland,OH,44118,United States,81-5648575,FALSE,216-695-9921,store556@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 557,5 Maple Wood Crossing,,El Paso,TX,88584,United States,41-3047318,FALSE,915-317-8111,store557@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 558,3 Granby Circle,,Los Angeles,CA,90005,United States,63-2316771,FALSE,818-999-1719,store558@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 559,18 Dovetail Lane,,Paterson,NJ,7522,United States,29-9232793,FALSE,201-971-1576,store559@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 560,81479 Express Point,,San Jose,CA,95118,United States,05-7606019,FALSE,408-153-9136,store560@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 561,63967 Sunfield Terrace,,San Luis Obispo,CA,93407,United States,69-3974122,FALSE,805-956-4075,store561@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 562,12 Talmadge Plaza,,San Diego,CA,92153,United States,07-3882633,FALSE,619-958-6440,store562@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 563,660 Buell Street,,Tallahassee,FL,32399,United States,94-1820036,FALSE,850-925-2171,store563@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 564,08 Granby Road,,Los Angeles,CA,90071,United States,28-4526426,FALSE,323-151-7689,store564@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 565,243 Vidon Junction,,Palmdale,CA,93591,United States,34-1859035,FALSE,661-748-4014,store565@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 566,9 Lakewood Park,,Valdosta,GA,31605,United States,47-4940211,FALSE,229-676-9518,store566@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 567,7 Warner Circle,,New York City,NY,10170,United States,11-1751077,FALSE,212-356-9690,store567@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 568,66232 Randy Park,,San Diego,CA,92153,United States,55-6892786,FALSE,619-625-2838,store568@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 569,0278 Kennedy Junction,,Irving,TX,75037,United States,46-0696324,FALSE,214-725-5659,store569@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
10001,STORE 570,862 Lyons Way,,Houston,TX,77080,United States,32-7509033,FALSE,713-609-0126,store570@cincymarkets.com,0,FT,0,FT,0,FT,ACTIVE
